module_id,reuse_idx,product_name,product_code,reuse_position,product_image_id,remark,factory_src,module_type_sheet
BX-HX-12-HB,01,SERUNA【绑带式运动护膝】,,整体,ID_0090F547420F43099964DBE470B22593,,宏博,版型模块
BX-HX-13-HB,01,SERUNA【TFCC护膝】,,整体,ID_66083FBD2C984305B62986BB4D972D8D,,宏博,版型模块
BX-HX-13-HB,01,SERUNA【蝉翼护腰】,,整体,ID_7F5093E59A67486DB14C741507458ADA,,宏博,版型模块
BX-HW-01-HB,01,SERUNA【扭伤护腕】,,整体,ID_71947AC8673E4613B0D5FA13C9632E9F,,宏博,版型模块
BX-HW-01-HB,02,SERUNA【扭伤护腕】,,整体,ID_90755861860D4E9EBF1AC7640336026D,,宏博,版型模块
BX-HW-02-HB,01,SERUNA【TFCC护腕】,,整体,ID_7949D5F843B84C5A8DA82565EC7F3EF2,,宏博,版型模块
BX-HW-02-HB,02,SERUNA【TFCC护腕】,,整体,ID_8D6A13ACFEB64C5486C7F15F428C423E,,宏博,版型模块
BX-HW-12-HB,01,SERUNA【TFCC护腕3】,,整体,ID_4BEF708FC41B4EA1AAE4C0AE1BCD4F83,,宏博,版型模块
BX-HW-14-HB,01,SERUNA【TFCC轻薄护腕】,,整体,ID_E262249B76C2457F83E9DF56465ECBC4,,宏博,版型模块
BX-HW-15-HB,01,SERUNA【TFCC护腕2】,,整体,ID_A1C4A6059B924BB4BC5FB62694E9A629,,宏博,版型模块
BX-HW-16-HB,01,SERUNA【针织TFCC护腕】,,整体,ID_31A823B15BFF47F994111FD003BBE833,,宏博,版型模块
BX-HW-17-HB,01,SERUNA【加厚扭伤护腕】,,整体,ID_DCBF8FBDCE5447D5A5B4A30FC0F59A08,,宏博,版型模块
BX-HH-02-HB,02,SERUNA【扭伤护踝】,,主体,ID_040D6FA1590542E88AC201C5E422000D,,宏博,版型模块
BX-HH-02-HB,03,SERUNA【HH01】,,主体,ID_FA6E090C009548DE80A2B09AA82C6452,,宏博,版型模块
BX-HH-03-HB,,SERUNA【SERUNA1.5代扭伤护踝】,,主体,ID_F41BEA0C54BE4526A19755693F3E3430,,宏博,版型模块
BX-HH-04-HB,01,SERUNA【骨折护踝】,,整体,ID_951B49FE334348D39AA3FE31427C1C18,,宏博,版型模块
BX-HH-05-HB,01,SERUNA【骨折护踝 单侧防护】,,,ID_A110D9214BC146E4BB4BCB204601962C,,宏博,版型模块
BX-HH-06-HB,01,SERUNA【运动扭伤护踝】,,整体,ID_910C516869434BD0AED1B3E4B27A158B,,宏博,版型模块
HB2026-S1,01,seruna腱鞘炎护碗,HH07护碗,拉毛布,ID_510343BEB9E043619C3B3957927683C2,,宏博,面料模块
HB2026-S1,02,seruna腱鞘炎护碗,HW47护碗,拉毛布,ID_E262249B76C2457F83E9DF56465ECBC4,,宏博,面料模块
HB2026-S1,03,seruna扭伤护踝,HH15护踝,拉毛布,ID_040D6FA1590542E88AC201C5E422000D,,宏博,面料模块
HB2026-S1,04,seruna腱鞘炎护碗,HW55护碗,拉毛布,ID_DCBF8FBDCE5447D5A5B4A30FC0F59A08,,宏博,面料模块
HB2026-S1,05,seruna加压护碗,HW51护碗,拉毛布,ID_71947AC8673E4613B0D5FA13C9632E9F,,宏博,面料模块
HB2026-S1,06,婴儿爬行护膝,HX89护膝,拉毛布,,,宏博,面料模块
HB2026-S1,07,婴儿爬行护肘,HZ19护肘,拉毛布,,,宏博,面料模块
HB2026-S1,08,TFCC护碗,HW49护碗,拉毛布,ID_9E1C999F2CB742D2A868241C6800E745,,宏博,面料模块
HB2026-S2,01,扭伤护踝,HH01护踝,拉毛布,ID_FA6E090C009548DE80A2B09AA82C6452,,宏博,面料模块
HB2026-S2,02,扭伤护踝,HH03护踝,拉毛布,ID_F8108630DD3E4EBE88A3B42963404464,,宏博,面料模块
HB2026-S2,03,双绑带日本护碗,HW37护碗,拉毛布,ID_9128C8215C7E41EDB513BDA3EC3AE622,,宏博,面料模块
HB2026-S2,04,日本护碗,HW27护碗,拉毛布,ID_D76DB8E3F45A46308DBA98B9A852C419,,宏博,面料模块
HB2026-S3,01,双绑带日本护碗,HW37护碗,拉毛布,ID_9128C8215C7E41EDB513BDA3EC3AE622,,宏博,面料模块
HB2026-S3,02,日本护碗,HW27护碗,拉毛布,ID_D76DB8E3F45A46308DBA98B9A852C419,,宏博,面料模块
HB2026-S3,03,女性护腰,HY08护腰,拉毛布,,,宏博,面料模块
HB2026-S4,01,jaffick举重护肘,JHZ01护肘,拉毛布,,,宏博,面料模块
HB2026-S4,02,jaffick力量护膝,JKB01护膝,拉毛布,,,宏博,面料模块
HB2026-S5,01,tfcc针织护碗,HW79护碗,拉毛布,ID_321D0A6F1CA84263BFCF5C996A673DFF,,宏博,面料模块
HB2026-S65,01,女性护腰,HY08护腰,拉毛布,,,宏博,面料模块
HB2026-S6,01,交叉护膝,HX61护膝,主料,,,宏博,面料模块
HB2026-S7,01,tfcc护碗,HW53护碗,网布,ID_4BEF708FC41B4EA1AAE4C0AE1BCD4F83,,宏博,面料模块
HB2026-S8,01,tfcc护碗,HW53护碗,网布,ID_4BEF708FC41B4EA1AAE4C0AE1BCD4F83,,宏博,面料模块
HB2026-S9,01,加压护碗,C-HW115护碗,网布,ID_C019C3279D6344C38E7F6AE97B42385A,,宏博,面料模块
HB2026-S10,01,seruna SBR护膝,HX67护膝,网布,,,宏博,面料模块
HB2026-S11,01,TFCC护碗,HW49护碗,主料,ID_9E1C999F2CB742D2A868241C6800E745,,宏博,面料模块
HB2026-S11,02,seruna加压护碗,HW51护碗,主料,ID_71947AC8673E4613B0D5FA13C9632E9F,,宏博,面料模块
HB2026-S12,01,TFCC护碗,HW49护碗,主料,ID_9E1C999F2CB742D2A868241C6800E745,,宏博,面料模块
HB2026-S12,02,seruna加压护碗,HW51护碗,主料,ID_71947AC8673E4613B0D5FA13C9632E9F,,宏博,面料模块
HB2026-S13,01,TFCC护碗,HW25护碗,主料,ID_9744571C6A5D4CC7B72B9183E2A58F3E,,宏博,面料模块
HB2026-S13,02,日本护碗,HW27护碗,主料,ID_D76DB8E3F45A46308DBA98B9A852C419,,宏博,面料模块
HB2026-S13,03,双绑带日本护碗,HW37护碗,主料,ID_9128C8215C7E41EDB513BDA3EC3AE622,,宏博,面料模块
HB2026-S14,01,TFCC护碗,HW25护碗,主料,ID_9744571C6A5D4CC7B72B9183E2A58F3E,,宏博,面料模块
HB2026-S14,02,日本护碗,HW27护碗,主料,ID_D76DB8E3F45A46308DBA98B9A852C419,,宏博,面料模块
HB2026-S14,03,双绑带日本护碗,HW37护碗,主料,ID_9128C8215C7E41EDB513BDA3EC3AE622,,宏博,面料模块
HB2026-S15,01,压胶护踝,HH13护踝,主料,ID_910C516869434BD0AED1B3E4B27A158B,,宏博,面料模块
HB2026-S16,01,seruna扭伤护踝,HH15护踝,主料,ID_040D6FA1590542E88AC201C5E422000D,,宏博,面料模块
HB2026-S17,01,日本护碗,HW27护碗,辅料,ID_D76DB8E3F45A46308DBA98B9A852C419,,宏博,面料模块
HB2026-S17,02,双绑带日本护碗,HW37护碗,辅料,ID_9128C8215C7E41EDB513BDA3EC3AE622,,宏博,面料模块
HB2026-S18,01,日本护碗,HW27护碗,辅料,ID_D76DB8E3F45A46308DBA98B9A852C419,,宏博,面料模块
HB2026-S18,02,双绑带日本护碗,HW37护碗,辅料,ID_9128C8215C7E41EDB513BDA3EC3AE622,,宏博,面料模块
HB2026-S19,01,骨折护踝,H70护踝,主料,ID_0A6F9B7221614643B84961AC18EAD8C6,,宏博,面料模块
HB2026-S20,01,seruna SBR护膝,HX67护膝,主料,,,宏博,面料模块
HB2026-S21,01,seruna 单条髌骨带,BG01髌骨带,辅料,ID_1FC9E5E7421D4081B2F4848D6272BADF,,宏博,面料模块
HB2026-S21,02,seruna 双条髌骨带,BG03髌骨带,辅料,ID_AC1460A53AF54A70BD62A6B5FDE42B1E,,宏博,面料模块
HB2026-S56,01,双条髌骨带,FE36髌骨带,主料,,,宏博,面料模块
HB2026-S56,02,髌骨带,FT37髌骨带,主料,,,宏博,面料模块
HB2026-S56,03,护碗,BF29护碗,主料,,,宏博,面料模块
HB2026-S56,04,防撞护肘,BS24护肘,主料,,,宏博,面料模块
HB2026-S59,01,加大款弹簧护膝,HX73护膝,主料,,,宏博,面料模块
HB2026-S61,01,双条髌骨带,NT36,主料,,,宏博,面料模块
HB2026-S61,02,黏贴护肘,B37护肘,主料,,,宏博,面料模块
HB2026-S61,03,髌骨带,T37髌骨带,主料,,,宏博,面料模块
HB2026-S67,01,银离子暴汗护腰,YS57护腰,主料,,,宏博,面料模块
HB2026-S68,01,银离子暴汗护腰,YS26护腰,主料,,,宏博,面料模块
HB2026-S57,01,婴儿爬行护膝,HX89护膝,主料,,,宏博,面料模块
HB2026-S57,02,婴儿爬行护肘,HZ19护肘,主料,,,宏博,面料模块
HB2026-S58,01,婴儿爬行护膝,HX89护膝,主料,,,宏博,面料模块
HB2026-S58,02,婴儿爬行护肘,HZ19护肘,主料,,,宏博,面料模块
HB2026-S60,01,铝板护碗,HW39护碗,主料,,,宏博,面料模块
HB2026-S22,01,骨折护碗,HW09护碗,主料,ID_42BF43EADE6844889AD7E02E132F22B4,,宏博,面料模块
HB2026-S36,01,骨折护碗,HW09护碗,主料,ID_42BF43EADE6844889AD7E02E132F22B4,,宏博,面料模块
HB2026-S36,02,弹簧护腰,YF65护腰,辅料,,,宏博,面料模块
HB2026-S36,03,护腰,HY01护腰,辅料,,,宏博,面料模块
HB2026-S78,暂未使用,,,,,,宏博,面料模块
HB2026-S79,暂未使用,,,,,,宏博,面料模块
HB2026-S80,暂未使用,,,,,,宏博,面料模块
HB2026-S33,01,蝉翼护腰,HY45护腰,辅料,ID_7F5093E59A67486DB14C741507458ADA,,宏博,面料模块
HB2026-S34,01,蝉翼护腰,HY45护腰,辅料,ID_7F5093E59A67486DB14C741507458ADA,,宏博,面料模块
HB2026-S37,01,蝉翼护腰,HY45护腰,辅料,ID_7F5093E59A67486DB14C741507458ADA,,宏博,面料模块
HB2026-S38,01,蝉翼护腰,HY45护腰,辅料,ID_7F5093E59A67486DB14C741507458ADA,,宏博,面料模块
HB2026-S62,01,jaffick举重护肘,JHZ01护肘,主料,,,宏博,面料模块
HB2026-S62,02,jaffick力量护膝,JKB01护膝,主料,,,宏博,面料模块
HB2026-S63,01,护膝,T67护膝,主料,,,宏博,面料模块
HB2026-S63,02,护肘,BF37护肘,主料,,,宏博,面料模块
HB2026-S64,01,日本护膝,HX18,主料,ID_0CFB39BDA5BD48ADBCF0C9566A50012E,,宏博,面料模块
HB2026-S32,01,皮革,H70护踝,辅料,ID_0A6F9B7221614643B84961AC18EAD8C6,,宏博,面料模块
HB2026-S66,01,TFCC护碗,HW49护碗,辅料,,,宏博,面料模块
HB2026-S70,01,睡眠开肩带,C-JD11,主料,ID_BE9B01973B0A4531A8BE45EDEDA6EA8E,,宏博,面料模块
HB2026-S71,02,睡眠开肩带,C-JD11,主料,ID_BE9B01973B0A4531A8BE45EDEDA6EA8E,,宏博,面料模块
HB2026-S25,01,tfcc针织护碗,HW79护碗,射出勾面,ID_31A823B15BFF47F994111FD003BBE833,,宏博,魔术贴模块
HB2026-S25,02,贴片运动护碗,HW91护碗,射出勾面,,,宏博,魔术贴模块
HB2026-S26,01,女性护腰,HY08护腰,射出勾面,,,宏博,魔术贴模块
HB2026-S28,01,日本护碗,HW27护碗,射出勾面,ID_D76DB8E3F45A46308DBA98B9A852C419,,宏博,魔术贴模块
HB2026-S28,02,双绑带日本护碗,HW37护碗,射出勾面,ID_9128C8215C7E41EDB513BDA3EC3AE622,,宏博,魔术贴模块
HB2026-S29,01,seruna加压护碗,C-HW115,射出勾面,ID_C019C3279D6344C38E7F6AE97B42385A,,宏博,魔术贴模块
HB2026-S27,01,骨折护踝,H70护踝,软细勾,ID_0A6F9B7221614643B84961AC18EAD8C6,,宏博,魔术贴模块
HB2026-S30,01,seruna婴儿护膝,HX71护膝,软细勾,,,宏博,魔术贴模块
HB2026-S31,01,骨折护碗,HW21护碗,魔术贴勾面,,,宏博,魔术贴模块
HB2026-S23,01,扭伤护踝,HH15护踝,织带,ID_040D6FA1590542E88AC201C5E422000D,,宏博,织带模块
HB2026-S35,01,蝉翼护腰,HY45护腰,加压带,ID_7F5093E59A67486DB14C741507458ADA,,宏博,织带模块
HB2026-S41,01,铝条护碗,HW39护碗,辅料,ID_08E0D43F8C48476C8B12368176181DC1,,宏博,支撑垫片填充模块
HB2026-S72,01,铝板护碗,HW09护碗,辅料,ID_FB350D2AC64D44E18CD378BCF406C588,,宏博,支撑垫片填充模块
HB2026-S73,01,铝条护碗,HW39护碗,辅料,ID_08E0D43F8C48476C8B12368176181DC1,,宏博,支撑垫片填充模块
HB2026-S74,01,护腰,YF66护腰,辅料,,,宏博,支撑垫片填充模块
HB2026-S75,01,铝板护碗,HW09护碗,辅料,ID_FB350D2AC64D44E18CD378BCF406C588,,宏博,支撑垫片填充模块
HB2026-S76,暂未使用,,,,,,宏博,支撑垫片填充模块
HB2026-S77,暂未使用,,,,,,宏博,支撑垫片填充模块
HB2026-S69,01,薄款护膝,T73护膝,辅料,,,宏博,支撑垫片填充模块
HB2026-S39,01,蝉翼护腰,HY45护腰,辅料,ID_7F5093E59A67486DB14C741507458ADA,,宏博,配件
HB2026-S40,01,蝉翼护腰,HY45护腰,辅料,ID_7F5093E59A67486DB14C741507458ADA,,宏博,配件
HB2026-S24,01,seruna骨折护踝,HH19护踝,辅料,ID_4CAD4088BA22458384FDF986479C84AD,,宏博,配件
HB2026-S42,01,加压护碗,,印花,ID_C019C3279D6344C38E7F6AE97B42385A,,宏博,外观模块
HB2026-S43,01,加压护碗,,印花,ID_C019C3279D6344C38E7F6AE97B42385A,,宏博,外观模块
HB2026-S44,01,腱鞘护碗,,印花,ID_5BA412545F2A4B0DA94A18C8583BF744,,宏博,外观模块
HB2026-S45,01,扭伤护踝,,印花,ID_040D6FA1590542E88AC201C5E422000D,,宏博,外观模块
HB2026-S46,01,seruna SBR护膝,,印花,,,宏博,外观模块
HB2026-S47,01,腱鞘护碗,,印花,ID_E262249B76C2457F83E9DF56465ECBC4,,宏博,外观模块
HB2026-S48,01,腱鞘护碗,,印花,ID_E262249B76C2457F83E9DF56465ECBC4,,宏博,外观模块
HB2026-S49,01,tfcc针织护碗,,印花,ID_1A0FD81C4B4B48AE9518643478861891,,宏博,外观模块
HB2026-S50,01,,,印花,ID_5DA4C45B4FFB4F25BCF8650E3D2BF7C4,,宏博,外观模块
HB2026-S51,01,加大款弹簧护膝,,印花,,,宏博,外观模块
HB2026-S52,01,交叉护膝,,印花,ID_B5C3609C9E5A4B0F82D7BCB576C7C9A2,,宏博,外观模块
HB2026-S53,01,交叉护膝,,印花,ID_B5C3609C9E5A4B0F82D7BCB576C7C9A2,,宏博,外观模块
HB2026-S54,01,压胶护踝,,印花,ID_910C516869434BD0AED1B3E4B27A158B,,宏博,外观模块
HB2026-S55,01,压胶护踝,,印花,ID_910C516869434BD0AED1B3E4B27A158B,,宏博,外观模块
